"","tribe","six_letter_name_Ronco","mean_total_day","mean_total_night","mean_absolute_total_day","mean_absolute_total_night","mean_freq_day","mean_freq_night","mean_bout_length_day","mean_bout_length_night","mean_longest_bout_day","mean_longest_bout_night","mean_abs_longest_day","mean_abs_longest_night","mean_sfi_day","mean_sfi_night","mean_cons_day","mean_cons_night","mean_max_cons_day","mean_max_cons_night","mean_abs_cons_day","mean_abs_cons_night","mean_y_day","mean_y_night","pref_freq","pref_bout_length","pref_longest_bout","pref_abs_longest","pref_sfi","pref_cons","pref_max_cons","pref_abs_cons","pref_y","dn_pref","overall_total"
"30","Lamprologini","Neocyg",4.15023148148148,4.45934027777778,89645,96321.75,123.083333333333,108.319444444445,155.756817206708,183.788464035292,1352.77777777778,1272.47222222222,3555.08333333333,2703.33333333333,0.013128318840345,0.0100198620854883,0.979783031569971,1.05147813789801,8.87689797210306,7.22144994745686,24.0464796252636,15.65982595806,431.468926614874,471.116771895191,108.319444444445,183.788464035292,1272.47222222222,2703.33333333333,0.0100198620854883,1.05147813789801,7.22144994745686,15.65982595806,471.116771895191,0.0359029235064869,8.60957175925926
"31","Lamprologini","Neocyl",2.93516898148148,1.39702739197531,57156.25,28410,90.8333333333334,95.3791666666667,146.597840621425,47.7305873609461,1736.88333333333,259.884722222222,3630.83333333333,422.916666666667,0.0123598606754726,0.0251710873121393,1.24729394337055,1.11823168053668,15.0518068967338,5.64088190818318,31.956092200464,9.07867002581856,523.31018440765,590.87910668468,90.8333333333334,146.597840621425,1736.88333333333,3630.83333333333,0.0123598606754726,1.24729394337055,15.0518068967338,31.956092200464,523.31018440765,0.355048907508051,4.33219637345679
"32","Lamprologini","Neodev",1.9034436728395,3.37734413580247,38550.25,71620.25,71.0722222222222,112.051388888889,96.2518656652959,113.892792224884,825.552777777778,750.122222222222,1894.25,1478,0.0187215303874013,0.0137204544006903,1.45168707970557,0.973017640400068,10.7143254712905,6.03400146382139,25.3585904126757,12.0875430463219,639.806545582278,672.263136223927,112.051388888889,113.892792224884,750.122222222222,1478,0.0137204544006903,0.973017640400068,6.03400146382139,12.0875430463219,672.263136223927,0.279106170588967,5.28078780864197
"33","Lamprologini","NeofaM",3.25218930041152,6.49342849794239,66970.2222222222,132028.444444444,85.387037037037,99.462962962963,128.268724003417,1008.13514953937,787.298148148149,3801.2037037037,1475.88888888889,6865.33333333333,0.0176223322118564,0.00576646709670082,1.0667269763066,3.09688143526302,6.69422684203864,13.3925889032547,13.3126847595819,25.0418410670889,297.359075771065,627.433964345634,99.462962962963,1008.13514953937,3801.2037037037,6865.33333333333,0.00576646709670082,3.09688143526302,13.3925889032547,25.0418410670889,627.433964345634,0.332584271679352,9.74561779835391
"34","Lamprologini","Neofal",1.96725925925926,2.64198703703704,37954.1666666667,46374.6,81.5444444444445,90.67,68.8631227349454,88.7185381801721,560.583333333334,693.606666666667,1144.66666666667,1359.2,0.0243335382840191,0.0204799375250113,17.4602375456723,0.99728091785708,23.2909153548185,6.83725029035887,39.1249263532601,13.1413499131097,563.366469333194,686.412493867143,90.67,88.7185381801721,693.606666666667,1359.2,0.0204799375250113,0.99728091785708,6.83725029035887,13.1413499131097,686.412493867143,0.146385706990738,4.6092462962963
"35","Lamprologini","Neogra",1.75394528619529,2.41451936026936,37134.9090909091,51607.8181818182,59.239393939394,89.4575757575758,80.0790228039053,90.6376123135718,552.718181818182,732.681818181818,1345.81818181818,1430.45454545455,0.0253977421851552,0.021122425086887,1.65835150824329,1.120590551745,10.576386421783,7.73251195730845,28.0279229550283,16.9762091825273,390.177926162745,388.037899613744,89.4575757575758,90.6376123135718,732.681818181818,1430.45454545455,0.021122425086887,1.120590551745,7.73251195730845,16.9762091825273,388.037899613744,0.158469395832425,4.16846464646465
"36","Lamprologini","Neohel",3.72977513227513,4.42626322751323,80563.1428571429,95607.2857142857,93.8095238095239,136.52380952381,139.424441809644,125.528271327721,1175.2380952381,1145.97619047619,1878.85714285714,2199.42857142857,0.0101474264907467,0.0116513470982024,1.06898248779851,0.779640694616359,8.44684888687259,6.98572729005598,13.3858812711211,13.6837281674239,627.164280858985,634.657006261319,136.52380952381,125.528271327721,1145.97619047619,2199.42857142857,0.0116513470982024,0.779640694616359,6.98572729005598,13.6837281674239,634.657006261319,0.0853953922865276,8.15603835978836
"37","Lamprologini","Neokom",4.72521604938272,5.1210725308642,102064.666666667,110615.166666667,66.4722222222222,77.3333333333333,566.309482028921,354.320277249458,3226.27777777777,3226.69444444444,9125.5,7755.5,0.00779448983268923,0.00637253717362708,2.69972968275425,1.93348411784162,16.3518031828146,17.4778120291588,44.1690165240092,42.6003303580538,665.473641371431,696.394206129244,77.3333333333333,354.320277249458,3226.69444444444,7755.5,0.00637253717362708,1.93348411784162,17.4778120291588,42.6003303580538,696.394206129244,0.0402036237568362,9.84628858024691
"38","Lamprologini","Neolon",0.532095238095238,1.91212433862434,9455.57142857143,38698.2857142857,33.1,97.0809523809524,46.3250344383464,59.9189619586045,223.785714285714,367.957142857143,425.428571428571,632.857142857143,0.0324051497977728,0.0235072736052416,8.15674977714835,1.54520055608356,21.3579800850152,7.70432270634262,48.7908122565805,11.9593941019243,416.082866560149,682.060863225534,97.0809523809524,59.9189619586045,367.957142857143,632.857142857143,0.0235072736052416,1.54520055608356,7.70432270634262,11.9593941019243,682.060863225534,0.564609298474427,2.44421957671958
"39","Lamprologini","Neomar",0.938216269841268,4.46815211640212,17626.1428571429,91202.2857142857,57.7309523809524,115.166666666667,41.5767086255028,158.946944487888,235.857142857143,1619.39047619048,610.428571428571,4370.28571428571,0.0359871616080242,0.0102707092932322,1.34000725823804,0.939338486065136,7.32904507400813,8.30969807687979,19.805190916043,20.4355917900851,542.736529518295,643.291738318686,115.166666666667,158.946944487888,1619.39047619048,4370.28571428571,0.0102707092932322,0.939338486065136,8.30969807687979,20.4355917900851,643.291738318686,0.652921812642816,5.40636838624338
"40","Lamprologini","Neomul",3.38060648148148,1.49076028806584,58425,19203.4444444444,68.7055555555555,36.1925925925926,198.601507090723,131.819547560737,2685.91111111111,825.5,5892.11111111111,2601.77777777778,0.0127211526249352,0.0190950936144552,1.99885877138544,3.50082562879435,21.8032567705761,17.2011145662775,49.6777119374778,51.7959324770647,592.676354374974,690.873916608365,68.7055555555555,198.601507090723,2685.91111111111,5892.11111111111,0.0127211526249352,1.99885877138544,21.8032567705761,49.6777119374778,592.676354374974,0.387949888156595,4.87136676954733
"41","Lamprologini","Neonig",3.43105825617284,1.15016936728395,59279.0833333333,22006.5833333333,102.538888888889,67.3861111111111,155.987552450965,53.7457264799329,1250.4125,339.870833333333,2669.25,610.75,0.0135129470346172,0.0244507534403661,1.199372873081,1.86941179787777,9.59471506244698,9.11210625823455,20.3478912695476,17.4997935391601,637.349798727031,588.765573980317,102.538888888889,155.987552450965,1250.4125,2669.25,0.0135129470346172,1.199372873081,9.59471506244698,20.3478912695476,637.349798727031,0.497877223391016,4.58122762345679
"42","Lamprologini","Neooli",3.10732070707071,1.76752693602694,65197.9090909091,37876.9090909091,92.6060606060606,90.4060606060606,112.567367572959,60.5682337616458,765.169696969698,411.30303030303,1471.81818181818,808.272727272727,0.0156539899915922,0.0262768630983768,1.30989632779566,1.14443822943933,7.92609495763405,6.2908552121364,15.9097570219664,14.2264999492555,547.20578464888,620.522385744636,92.6060606060606,112.567367572959,765.169696969698,1471.81818181818,0.0156539899915922,1.30989632779566,7.92609495763405,15.9097570219664,547.20578464888,0.274838080927678,4.87484764309765
"43","Lamprologini","Neopul",0.547599151234567,3.22259259259259,10820.4166666667,61135.3333333333,39.5152777777778,133.190277777778,45.0829430634471,88.6168096420469,163.119444444444,558.768055555556,332.916666666667,957,0.036747083700688,0.016655389218063,4.28249275054777,0.759192508041861,12.1583672960384,4.48133595456139,22.9755751771412,7.65289813419156,313.397007548731,398.514636977642,133.190277777778,88.6168096420469,558.768055555556,957,0.016655389218063,0.759192508041861,4.48133595456139,7.65289813419156,398.514636977642,0.70951124587701,3.77019174382716
"44","Lamprologini","Neosav",2.7476712962963,5.70552314814815,59349.7,123239.3,96.6666666666667,111.05,93.621581587542,214.086427324098,954.983333333334,1685.15,2020.9,3228,0.0183107025901785,0.00652423570017571,1.24642760394641,1.02827383366987,9.67087405396994,8.40030755120047,20.4427656123577,17.2651390251628,478.237662314198,648.210114577231,111.05,214.086427324098,1685.15,3228,0.00652423570017571,1.02827383366987,8.40030755120047,17.2651390251628,648.210114577231,0.349909359271369,8.45319444444445
"45","Lamprologini","Neotoa",4.01316750841751,0.136414141414141,59771.3636363636,2154.36363636364,105.392424242424,17.2818181818182,178.154820088828,20.5818653481639,1966.84090909091,58.7606060606061,4526.36363636364,109.363636363636,0.0117289895277174,0.0613449724311592,1.1343892678841,11.1591229383949,11.4025954218303,22.3142343478918,27.1825803752204,34.8047131741558,493.399815624675,686.819143076394,105.392424242424,178.154820088828,1966.84090909091,4526.36363636364,0.0117289895277174,1.1343892678841,11.4025954218303,27.1825803752204,493.399815624675,0.934251617186674,4.14958164983165
"46","Lamprologini","Neotre",5.13163715277778,0.996959490740742,67573,11851.875,77.2479166666667,47.9458333333333,505.552333061748,57.883989291331,2726.80416666667,386.102083333333,4056.625,903.625,0.00944322148696004,0.034597667556713,2.02901562964805,5.51592869888641,13.3610757895124,15.481312150034,20.5224246606334,30.5302223777122,438.145283172595,687.26045023789,77.2479166666667,505.552333061748,2726.80416666667,4056.625,0.00944322148696004,2.02901562964805,13.3610757895124,20.5224246606334,438.145283172595,0.674653253026496,6.12859664351852
"47","Lamprologini","NeoveS",3.25945601851852,7.30731481481481,70404.25,157838,89.1875,100.75,152.483083287894,282.169968329306,1505.4375,2012.77083333333,2841.625,3519,0.011434139258677,0.00403418588132965,1.23532674387901,1.06654694354401,12.3603460698748,7.60751001158987,24.8513268900343,13.343360391213,667.788345590184,695.825609149295,100.75,282.169968329306,2012.77083333333,3519,0.00403418588132965,1.06654694354401,7.60751001158987,13.343360391213,695.825609149295,0.383074343159516,10.5667708333333
"48","Lamprologini","Neowal",3.80564351851852,3.16818518518518,78952.75,67817.25,56.9083333333333,79.7583333333333,1205.41991677577,144.79390253374,4900.86666666667,2428.775,7985.25,5972,0.00962987589604685,0.022134360615667,4.8489777109775,1.43611494294989,24.4151743622836,14.8951250883384,41.3899930025408,36.0688833489308,512.95822454094,678.048332526766,56.9083333333333,1205.41991677577,4900.86666666667,7985.25,0.00962987589604685,4.8489777109775,24.4151743622836,41.3899930025408,512.95822454094,0.0914072255595826,6.9738287037037
"49","Lamprologini","Telluf",1.56789583333333,2.56636111111111,30392.8571428571,48437.5714285714,40.2178571428571,95.725,117.182842823028,86.3418652105318,1011.44047619048,767.596428571428,2524.71428571429,2195.42857142857,0.0177280180437836,0.0314045641192795,10.2067662798751,2.96993469217765,28.3915496577777,11.0655976612479,69.9669374437251,28.9118889400377,680.023784065908,701.423226492634,95.725,86.3418652105318,767.596428571428,2195.42857142857,0.0314045641192795,2.96993469217765,11.0655976612479,28.9118889400377,701.423226492634,0.241510213611542,4.13425694444444
"50","Lamprologini","TelteS",9.46243518518519,6.68270987654321,202093.083333333,143421.833333333,28.5722222222222,80.3805555555555,4358.01871627402,974.652495224886,12206.7888888889,4734.24166666667,22602.5833333333,8905.41666666667,0.00121772050213805,0.00495350814521125,11.7110014184906,3.49588857716682,34.0917229314145,18.0862779804436,62.6235666214519,35.0566021113684,664.130753030773,687.025406979516,28.5722222222222,4358.01871627402,12206.7888888889,22602.5833333333,0.00121772050213805,11.7110014184906,34.0917229314145,62.6235666214519,664.130753030773,0.17217097139816,16.1451450617284
"51","Lamprologini","Telvit",6.65050462962963,4.14507175925926,132725.125,82426.25,109.916666666667,55.3916666666667,430.462474697922,426.035981920849,4276.55416666667,5098.5,8583.875,12365.375,0.00591645497808871,0.00534339024838869,1.59527684250666,3.03093939230176,16.7518952126237,32.4042997227678,34.0639661901483,77.8718000785484,521.122905253974,663.112875241721,109.916666666667,430.462474697922,4276.55416666667,8583.875,0.00591645497808871,1.59527684250666,16.7518952126237,34.0639661901483,521.122905253974,0.232079583351291,10.7955763888889
"52","Lamprologini","Varmoo",3.48018716931217,3.71321164021164,65304.7142857143,65154,83.1595238095239,77.5619047619047,157.324452595291,189.888571004821,1550.15238095238,1433.56666666667,3215.85714285714,2997.28571428571,0.0129740066886477,0.0185098580411336,1.24766560771798,1.76941931491215,10.3815085782935,10.6991084487448,21.1316748027818,21.8032871526312,571.873752862198,637.127393354571,77.5619047619047,189.888571004821,1433.56666666667,2997.28571428571,0.0185098580411336,1.76941931491215,10.6991084487448,21.8032871526312,637.127393354571,0.0323942098957385,7.19339880952381
"53","Limnochromini","Trioto",3.73293981481481,3.29136574074074,77269.875,68123.375,126.3125,115.84375,111.43455624995,101.806871279952,1038.89583333333,663.15625,1860.625,1305.375,0.0114239695892068,0.0160360041484718,0.825662953424307,0.887648208253661,7.66468737753472,5.73420155670438,13.8105102833431,11.7413728211915,621.914652403076,699.361530631244,126.3125,111.43455624995,1038.89583333333,1860.625,0.0114239695892068,0.825662953424307,7.66468737753472,13.8105102833431,621.914652403076,0.0628637337287857,7.02430555555555
"54","Tropheini","Ctehor",1.11934027777778,1.86052546296296,22188.875,35543,38.8583333333333,91.7083333333334,83.5802462608218,58.9956608209377,992.641666666666,357.270833333333,3354.25,695,0.0373523725101768,0.0284063694922105,3.65984325397751,1.23123681920753,18.0213532807948,6.07256734518293,49.1191908660544,12.437410267765,481.274428391578,509.583278126978,91.7083333333334,58.9956608209377,357.270833333333,695,0.0284063694922105,1.23123681920753,6.07256734518293,12.437410267765,509.583278126978,0.248731066991273,2.97986574074074
"55","Tropheini","Gnapfe",5.35746957671958,4.48508597883598,102003.571428571,88118.2857142857,91.1761904761906,105.861904761905,383.931565280928,321.732477253769,3572.10476190476,2149.8,7360.14285714286,5327.14285714286,0.0075259682398102,0.00900497352367197,1.75528486577416,1.81032605432767,17.7095358383954,12.8208733827803,36.2676616200639,29.5816075083055,599.817502252005,538.05859678562,91.1761904761906,383.931565280928,3572.10476190476,7360.14285714286,0.0075259682398102,1.75528486577416,17.7095358383954,36.2676616200639,599.817502252005,0.0886338505238293,9.84255555555556
"56","Tropheini","Limdar",1.14356327160494,0.875890873015873,23520.5,16731.1428571429,36.0972222222222,64.1857142857143,88.3102134317966,31.9635041328757,692.263888888888,208.628571428571,1180.33333333333,352.714285714286,0.0276003811714481,0.0509683743370654,11.8823742080029,3.49386600097475,30.2622616724032,12.5659008781675,51.9963121632067,16.5372239835958,415.044461052029,359.326540164426,36.0972222222222,88.3102134317966,692.263888888888,1180.33333333333,0.0276003811714481,11.8823742080029,30.2622616724032,51.9963121632067,415.044461052029,0.13254690595578,2.01945414462081
"57","Tropheini","Loblab",1.04025462962963,2.51972222222222,22469.5,54426,41.4166666666667,102.333333333333,97.7605075037951,90.683931119424,597.25,929.083333333335,1062,3816,0.0134412694983476,0.0179627329653182,2.64616291171522,0.999573474995546,16.2913445358215,10.432488194335,28.9283149299121,43.41835971852,675.677854972415,465.61721927998,102.333333333333,90.683931119424,929.083333333335,3816,0.0179627329653182,0.999573474995546,10.432488194335,43.41835971852,465.61721927998,0.415583486679973,3.55997685185185
"58","Tropheini","Petpol",1.51356397306397,2.39777861952862,26601.7272727273,47067,44.2318181818182,77.7499999999999,94.1107611466135,115.135965879148,658.371212121212,935.50303030303,1884,1912.18181818182,0.0228896005524261,0.0206105699308447,3.79267718906016,1.81578007843529,18.7170295094471,10.8115589051392,48.9496203345161,21.7653187942764,422.774031477823,396.840639027942,77.7499999999999,115.135965879148,935.50303030303,1912.18181818182,0.0206105699308447,1.81578007843529,10.8115589051392,21.7653187942764,396.840639027942,0.226064228722689,3.91134259259259
"59","Tropheini","Tromoo",0.963003968253968,3.02684523809524,20624.7142857143,65379.8571428571,35.6190476190476,108,68.249795852609,96.318783597605,324.866666666667,619.595238095238,665.285714285714,1046.57142857143,0.0216627475022491,0.0175981711303292,18.4032353937861,1.03709762526983,32.6786824264544,5.74913174375245,48.9066197218663,9.90443344328146,594.901541694104,498.685248432733,108,96.318783597605,619.595238095238,1046.57142857143,0.0175981711303292,1.03709762526983,5.74913174375245,9.90443344328146,498.685248432733,0.517273000332192,3.98984920634921
"60","Tropheini","Tronig",0.206690586419753,4.13031144781145,4025.33333333333,86682.7272727273,12.4236111111111,102.212121212121,54.1478435374595,165.566008789837,185.783333333333,1633.92424242424,441.916666666667,3339.36363636364,0.0344082322613923,0.0105952575161731,16.4256073060619,1.11672529225558,33.6383267525314,9.83423933213265,67.6553483977822,18.7027172477456,479.874890515559,536.662752510969,102.212121212121,165.566008789837,1633.92424242424,3339.36363636364,0.0105952575161731,1.11672529225558,9.83423933213265,18.7027172477456,536.662752510969,0.904685040593304,4.3370020342312
